TIME,HELMET_RAW,BELT_ACC_X,BELT_ACC_Y,BELT_ACC_Z,BELT_ANG_X,BELT_ANG_Y,BELT_ANG_Z,BELT_LUMINOSITY,NECK_ACC_X,NECK_ACC_Y,NECK_ACC_Z,NECK_ANG_X,NECK_ANG_Y,NECK_ANG_Z,NECK_LUMINOSITY,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z,PCKT_ANG_X,PCKT_ANG_Y,PCKT_ANG_Z,PCKT_LUMINOSITY,WRST_ACC_X,WRST_ACC_Y,WRST_ACC_Z,WRST_ANG_X,WRST_ANG_Y,WRST_ANG_Z,WRST_LUMINOSITY,IR_1,IR_2,IR_3,IR_4
24-May-2018 14:37:31,-531.636363636364,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.364571428571429,-0.859414285714286,0.199242857142857,10.9827142857143,24.5912857142857,-3.81714285714286,2.61233333333333,0.96825,-0.410625,0.048625,-50.033,10.453,-6.74214285714286,448.98975,1,1,1,1
24-May-2018 14:37:31,-531.636363636364,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.364571428571429,-0.859414285714286,0.199242857142857,10.9827142857143,24.5912857142857,-3.81714285714286,2.61233333333333,0.96825,-0.410625,0.048625,-50.033,10.453,-6.74214285714286,448.98975,1,1,1,1
24-May-2018 14:37:31,-531.636363636364,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.364571428571429,-0.859414285714286,0.199242857142857,10.9827142857143,24.5912857142857,-3.81714285714286,2.61233333333333,0.96825,-0.410625,0.048625,-50.033,10.453,-6.74214285714286,448.98975,1,1,1,1
24-May-2018 14:37:31,-531.636363636364,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.364571428571429,-0.859414285714286,0.199242857142857,10.9827142857143,24.5912857142857,-3.81714285714286,2.61233333333333,0.96825,-0.410625,0.048625,-50.033,10.453,-6.74214285714286,448.98975,1,1,1,1
24-May-2018 14:37:32,-334.181818181818,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.36535,-0.92475,-0.1738,7.04614285714286,36.1442857142857,-4.18228571428571,2.82275,0.895214285714286,-0.467928571428571,0.0232857142857143,-46.807,24.2073333333333,19.807,396.445,1,1,1,1
24-May-2018 14:37:32,-334.181818181818,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.36535,-0.92475,-0.1738,7.04614285714286,36.1442857142857,-4.18228571428571,2.82275,0.895214285714286,-0.467928571428571,0.0232857142857143,-46.807,24.2073333333333,19.807,396.445,1,1,1,1
24-May-2018 14:37:32,-334.181818181818,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.36535,-0.92475,-0.1738,7.04614285714286,36.1442857142857,-4.18228571428571,2.82275,0.895214285714286,-0.467928571428571,0.0232857142857143,-46.807,24.2073333333333,19.807,396.445,1,1,1,1
24-May-2018 14:37:32,-334.181818181818,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.36535,-0.92475,-0.1738,7.04614285714286,36.1442857142857,-4.18228571428571,2.82275,0.895214285714286,-0.467928571428571,0.0232857142857143,-46.807,24.2073333333333,19.807,396.445,1,1,1,1
24-May-2018 14:37:33,-208.9,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.374157142857143,-0.900742857142857,0.1104,16.2212857142857,29.5057142857143,13.5857142857143,2.622,0.951066666666667,-0.380716666666667,0.115733333333333,-41.8293333333333,12.6118333333333,-21.4023333333333,496.065,1,0,0,0
24-May-2018 14:37:33,-208.9,0.0908714285714286,-0.882571428571428,-0.389657142857143,0.57,-0.6255,0.275333333333333,0.201,0,0,0,0,0,0,0,-0.374157142857143,-0.900742857142857,0.1104,16.2212857142857,29.5057142857143,13.5857142857143,2.622,0.951066666666667,-0.380716666666667,0.115733333333333,-41.8293333333333,12.6118333333333,-21.4023333333333,496.065,1,0,0,0
