TIME,HELMET_RAW,BELT_ACC_X,BELT_ACC_Y,BELT_ACC_Z,BELT_ANG_X,BELT_ANG_Y,BELT_ANG_Z,BELT_LUMINOSITY,NECK_ACC_X,NECK_ACC_Y,NECK_ACC_Z,NECK_ANG_X,NECK_ANG_Y,NECK_ANG_Z,NECK_LUMINOSITY,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z,PCKT_ANG_X,PCKT_ANG_Y,PCKT_ANG_Z,PCKT_LUMINOSITY,WRST_ACC_X,WRST_ACC_Y,WRST_ACC_Z,WRST_ANG_X,WRST_ANG_Y,WRST_ANG_Z,WRST_LUMINOSITY,IR_1,IR_2,IR_3,IR_4
24-May-2018 13:24:08,154.571428571429,0.934325,0.225925,-0.123175,0.4758,-0.0224,0.2324,23.449625,-1,-0.10765,0.025875,0.558,4.47833333333333,0.671,563.425,0.42632,-0.88986,0.08082,-0.583666666666667,-0.525,0.366666666666667,0.053,0.0530444444444444,-0.701066666666667,0.679022222222222,-24.5316666666667,-1.78883333333333,9.32933333333333,717.68,1,1,1,1
24-May-2018 13:24:08,154.571428571429,0.934325,0.225925,-0.123175,0.4758,-0.0224,0.2324,23.449625,-1,-0.10765,0.025875,0.558,4.47833333333333,0.671,563.425,0.42632,-0.88986,0.08082,-0.583666666666667,-0.525,0.366666666666667,0.053,0.0530444444444444,-0.701066666666667,0.679022222222222,-24.5316666666667,-1.78883333333333,9.32933333333333,717.68,1,1,1,1
24-May-2018 13:24:08,154.571428571429,0.934325,0.225925,-0.123175,0.4758,-0.0224,0.2324,23.449625,-1,-0.10765,0.025875,0.558,4.47833333333333,0.671,563.425,0.42632,-0.88986,0.08082,-0.583666666666667,-0.525,0.366666666666667,0.053,0.0530444444444444,-0.701066666666667,0.679022222222222,-24.5316666666667,-1.78883333333333,9.32933333333333,717.68,1,1,1,1
24-May-2018 13:24:08,154.571428571429,0.934325,0.225925,-0.123175,0.4758,-0.0224,0.2324,23.449625,-1,-0.10765,0.025875,0.558,4.47833333333333,0.671,563.425,0.42632,-0.88986,0.08082,-0.583666666666667,-0.525,0.366666666666667,0.053,0.0530444444444444,-0.701066666666667,0.679022222222222,-24.5316666666667,-1.78883333333333,9.32933333333333,717.68,1,1,1,1
24-May-2018 13:24:09,151.2,0.925966666666667,0.2394,-0.143666666666667,1.321,0.0238333333333334,0.287,18.7832,-1.00458,-0.11284,0.01616,0.767,2.52022222222222,0.61,549.587666666667,0.40225,-0.893425,0.1583,21.1235,-25.55975,-5.74,0.03975,-0.69018,-0.17702,0.61922,-36.6565,57.0833333333333,48.1303333333333,693.2125,1,1,1,1
24-May-2018 13:24:09,151.2,0.925966666666667,0.2394,-0.143666666666667,1.321,0.0238333333333334,0.287,18.7832,-1.00458,-0.11284,0.01616,0.767,2.52022222222222,0.61,549.587666666667,0.40225,-0.893425,0.1583,21.1235,-25.55975,-5.74,0.03975,-0.69018,-0.17702,0.61922,-36.6565,57.0833333333333,48.1303333333333,693.2125,1,1,1,1
24-May-2018 13:24:09,151.2,0.925966666666667,0.2394,-0.143666666666667,1.321,0.0238333333333334,0.287,18.7832,-1.00458,-0.11284,0.01616,0.767,2.52022222222222,0.61,549.587666666667,0.40225,-0.893425,0.1583,21.1235,-25.55975,-5.74,0.03975,-0.69018,-0.17702,0.61922,-36.6565,57.0833333333333,48.1303333333333,693.2125,1,1,1,1
24-May-2018 13:24:09,151.2,0.925966666666667,0.2394,-0.143666666666667,1.321,0.0238333333333334,0.287,18.7832,-1.00458,-0.11284,0.01616,0.767,2.52022222222222,0.61,549.587666666667,0.40225,-0.893425,0.1583,21.1235,-25.55975,-5.74,0.03975,-0.69018,-0.17702,0.61922,-36.6565,57.0833333333333,48.1303333333333,693.2125,1,1,1,1
24-May-2018 13:24:10,157.333333333333,0.929314285714286,0.239442857142857,-0.1437,2.124,1.09933333333333,0.4985,18.7826666666667,-1.000425,-0.13465,-0.002875,8.90044444444444,2.24244444444444,-2.46066666666667,521.913,0.477057142857143,-0.837371428571429,0.222214285714286,11.7666666666667,-14.8106666666667,11.52,0.0586666666666667,-0.922828571428571,0.0140857142857143,0.285242857142857,-57.256,0.538833333333333,-3.20116666666667,693.2125,1,1,1,1
24-May-2018 13:24:10,157.333333333333,0.929314285714286,0.239442857142857,-0.1437,2.124,1.09933333333333,0.4985,18.7826666666667,-1.000425,-0.13465,-0.002875,8.90044444444444,2.24244444444444,-2.46066666666667,521.913,0.477057142857143,-0.837371428571429,0.222214285714286,11.7666666666667,-14.8106666666667,11.52,0.0586666666666667,-0.922828571428571,0.0140857142857143,0.285242857142857,-57.256,0.538833333333333,-3.20116666666667,693.2125,1,1,1,1
