TIME,HELMET_RAW,BELT_ACC_X,BELT_ACC_Y,BELT_ACC_Z,BELT_ANG_X,BELT_ANG_Y,BELT_ANG_Z,BELT_LUMINOSITY,NECK_ACC_X,NECK_ACC_Y,NECK_ACC_Z,NECK_ANG_X,NECK_ANG_Y,NECK_ANG_Z,NECK_LUMINOSITY,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z,PCKT_ANG_X,PCKT_ANG_Y,PCKT_ANG_Z,PCKT_LUMINOSITY,WRST_ACC_X,WRST_ACC_Y,WRST_ACC_Z,WRST_ANG_X,WRST_ANG_Y,WRST_ANG_Z,WRST_LUMINOSITY,IR_1,IR_2,IR_3,IR_4
24-May-2018 12:48:42,482.285714285714,0.89746,-0.10332,0.36384,0.196666666666667,0.469888888888889,-0.194888888888889,6.119,-0.89856,0.2508,-0.54946,48.6955555555556,13.6347777777778,17.9572222222222,107.41,0.7493,0.2396,0.6067,-11.9185,-12.005,-12.175,2.447,-0.7865,-0.0564,0.56705,1.372,-1.25,0.3505,752.4885,1,1,1,1
24-May-2018 12:48:42,482.285714285714,0.89746,-0.10332,0.36384,0.196666666666667,0.469888888888889,-0.194888888888889,6.119,-0.89856,0.2508,-0.54946,48.6955555555556,13.6347777777778,17.9572222222222,107.41,0.7493,0.2396,0.6067,-11.9185,-12.005,-12.175,2.447,-0.7865,-0.0564,0.56705,1.372,-1.25,0.3505,752.4885,1,1,1,1
24-May-2018 12:48:42,482.285714285714,0.89746,-0.10332,0.36384,0.196666666666667,0.469888888888889,-0.194888888888889,6.119,-0.89856,0.2508,-0.54946,48.6955555555556,13.6347777777778,17.9572222222222,107.41,0.7493,0.2396,0.6067,-11.9185,-12.005,-12.175,2.447,-0.7865,-0.0564,0.56705,1.372,-1.25,0.3505,752.4885,1,1,1,1
24-May-2018 12:48:42,482.285714285714,0.89746,-0.10332,0.36384,0.196666666666667,0.469888888888889,-0.194888888888889,6.119,-0.89856,0.2508,-0.54946,48.6955555555556,13.6347777777778,17.9572222222222,107.41,0.7493,0.2396,0.6067,-11.9185,-12.005,-12.175,0,-0.7865,-0.0564,0.56705,1.372,-1.25,0.3505,752.4885,1,1,1,1
24-May-2018 12:48:43,367.1,0.90266,-0.09998,0.36488,-0.0220000000000001,-1.3918,0.1236,6.0694,-0.8387,0.14015,-0.5385,41.7844444444444,1.073,18.0922222222222,107.41,0.7493,0.2396,0.6067,-4.05675,-3.4505,-0.8065,0.882,-0.788666666666667,-0.0456,0.548433333333333,1.22983333333333,0.173,-1.34133333333333,749.6965,1,1,1,1
24-May-2018 12:48:43,367.1,0.90266,-0.09998,0.36488,-0.0220000000000001,-1.3918,0.1236,6.0694,-0.8387,0.14015,-0.5385,41.7844444444444,1.073,18.0922222222222,107.41,0.7493,0.2396,0.6067,-4.05675,-3.4505,-0.8065,0.882,-0.788666666666667,-0.0456,0.548433333333333,1.22983333333333,0.173,-1.34133333333333,749.6965,1,1,1,1
24-May-2018 12:48:43,367.1,0.90266,-0.09998,0.36488,-0.0220000000000001,-1.3918,0.1236,6.0694,-0.8387,0.14015,-0.5385,41.7844444444444,1.073,18.0922222222222,107.41,0.7493,0.2396,0.6067,-4.05675,-3.4505,-0.8065,0.882,-0.788666666666667,-0.0456,0.548433333333333,1.22983333333333,0.173,-1.34133333333333,749.6965,1,1,1,1
24-May-2018 12:48:43,367.1,0.90266,-0.09998,0.36488,-0.0220000000000001,-1.3918,0.1236,6.0694,-0.8387,0.14015,-0.5385,41.7844444444444,1.073,18.0922222222222,107.41,0,0,0,-4.05675,-3.4505,-0.8065,0.882,-0.788666666666667,-0.0456,0.548433333333333,1.22983333333333,0.173,-1.34133333333333,749.6965,1,1,1,1
24-May-2018 12:48:44,270,0.87786,-0.1061,0.36714,1.355,2.3298,-0.0108,5.91133333333333,-0.82514,0.13654,-0.59294,36.8522222222222,-14.4855555555556,19.4322222222222,107.41,0.7685,0.291766666666667,0.612333333333333,-4.05675,-3.4505,-0.8065,0.882,-0.797683333333333,-0.0718666666666667,0.556616666666667,-1.5244,0.8782,0.878,740.135,1,1,1,1
24-May-2018 12:48:44,270,0.87786,-0.1061,0.36714,1.355,2.3298,-0.0108,5.91133333333333,-0.82514,0.13654,-0.59294,36.8522222222222,-14.4855555555556,19.4322222222222,107.41,0.7685,0.291766666666667,0.612333333333333,-4.05675,-3.4505,-0.8065,0.882,-0.797683333333333,-0.0718666666666667,0.556616666666667,-1.5244,0.8782,0.878,740.135,1,1,1,1
